DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
2007-04-29,2007-04-29,1,Sunday,29,119,18,April,4,2,2007,1,4,2007,2
2007-04-30,2007-04-30,2,Monday,30,120,18,April,4,2,2007,1,4,2007,2
2007-05-01,2007-05-01,3,Tuesday,1,121,18,May,5,2,2007,1,4,2007,2
2007-05-02,2007-05-02,4,Wednesday,2,122,18,May,5,2,2007,1,4,2007,2
2007-05-03,2007-05-03,5,Thursday,3,123,18,May,5,2,2007,1,4,2007,2
2007-05-04,2007-05-04,6,Friday,4,124,18,May,5,2,2007,1,4,2007,2
2007-05-05,2007-05-05,7,Saturday,5,125,18,May,5,2,2007,1,4,2007,2
2007-05-06,2007-05-06,1,Sunday,6,126,19,May,5,2,2007,1,4,2007,2
2007-05-07,2007-05-07,2,Monday,7,127,19,May,5,2,2007,1,4,2007,2
2007-05-08,2007-05-08,3,Tuesday,8,128,19,May,5,2,2007,1,4,2007,2
2007-05-09,2007-05-09,4,Wednesday,9,129,19,May,5,2,2007,1,4,2007,2
2007-05-10,2007-05-10,5,Thursday,10,130,19,May,5,2,2007,1,4,2007,2
2007-05-11,2007-05-11,6,Friday,11,131,19,May,5,2,2007,1,4,2007,2
2007-05-12,2007-05-12,7,Saturday,12,132,19,May,5,2,2007,1,4,2007,2
2007-05-13,2007-05-13,1,Sunday,13,133,20,May,5,2,2007,1,4,2007,2
2007-05-14,2007-05-14,2,Monday,14,134,20,May,5,2,2007,1,4,2007,2
2007-05-15,2007-05-15,3,Tuesday,15,135,20,May,5,2,2007,1,4,2007,2
2007-05-16,2007-05-16,4,Wednesday,16,136,20,May,5,2,2007,1,4,2007,2
2007-05-17,2007-05-17,5,Thursday,17,137,20,May,5,2,2007,1,4,2007,2
2007-05-18,2007-05-18,6,Friday,18,138,20,May,5,2,2007,1,4,2007,2
2007-05-19,2007-05-19,7,Saturday,19,139,20,May,5,2,2007,1,4,2007,2
2007-05-20,2007-05-20,1,Sunday,20,140,21,May,5,2,2007,1,4,2007,2
2007-05-21,2007-05-21,2,Monday,21,141,21,May,5,2,2007,1,4,2007,2
2007-05-22,2007-05-22,3,Tuesday,22,142,21,May,5,2,2007,1,4,2007,2
2007-05-23,2007-05-23,4,Wednesday,23,143,21,May,5,2,2007,1,4,2007,2
2007-05-24,2007-05-24,5,Thursday,24,144,21,May,5,2,2007,1,4,2007,2
2007-05-25,2007-05-25,6,Friday,25,145,21,May,5,2,2007,1,4,2007,2
2007-05-26,2007-05-26,7,Saturday,26,146,21,May,5,2,2007,1,4,2007,2
2007-05-27,2007-05-27,1,Sunday,27,147,22,May,5,2,2007,1,4,2007,2
2007-05-28,2007-05-28,2,Monday,28,148,22,May,5,2,2007,1,4,2007,2
2007-05-29,2007-05-29,3,Tuesday,29,149,22,May,5,2,2007,1,4,2007,2
2007-05-30,2007-05-30,4,Wednesday,30,150,22,May,5,2,2007,1,4,2007,2
2007-05-31,2007-05-31,5,Thursday,31,151,22,May,5,2,2007,1,4,2007,2
2007-06-01,2007-06-01,6,Friday,1,152,22,June,6,2,2007,1,4,2007,2
2007-06-02,2007-06-02,7,Saturday,2,153,22,June,6,2,2007,1,4,2007,2
2007-06-03,2007-06-03,1,Sunday,3,154,23,June,6,2,2007,1,4,2007,2
2007-06-04,2007-06-04,2,Monday,4,155,23,June,6,2,2007,1,4,2007,2
2007-06-05,2007-06-05,3,Tuesday,5,156,23,June,6,2,2007,1,4,2007,2
2007-06-06,2007-06-06,4,Wednesday,6,157,23,June,6,2,2007,1,4,2007,2
2007-06-07,2007-06-07,5,Thursday,7,158,23,June,6,2,2007,1,4,2007,2
2007-06-08,2007-06-08,6,Friday,8,159,23,June,6,2,2007,1,4,2007,2
2007-06-09,2007-06-09,7,Saturday,9,160,23,June,6,2,2007,1,4,2007,2
2007-06-10,2007-06-10,1,Sunday,10,161,24,June,6,2,2007,1,4,2007,2
2007-06-11,2007-06-11,2,Monday,11,162,24,June,6,2,2007,1,4,2007,2
2007-06-12,2007-06-12,3,Tuesday,12,163,24,June,6,2,2007,1,4,2007,2
2007-06-13,2007-06-13,4,Wednesday,13,164,24,June,6,2,2007,1,4,2007,2
2007-06-14,2007-06-14,5,Thursday,14,165,24,June,6,2,2007,1,4,2007,2
2007-06-15,2007-06-15,6,Friday,15,166,24,June,6,2,2007,1,4,2007,2
2007-06-16,2007-06-16,7,Saturday,16,167,24,June,6,2,2007,1,4,2007,2
2007-06-17,2007-06-17,1,Sunday,17,168,25,June,6,2,2007,1,4,2007,2
2007-06-18,2007-06-18,2,Monday,18,169,25,June,6,2,2007,1,4,2007,2
2007-06-19,2007-06-19,3,Tuesday,19,170,25,June,6,2,2007,1,4,2007,2
2007-06-20,2007-06-20,4,Wednesday,20,171,25,June,6,2,2007,1,4,2007,2
2007-06-21,2007-06-21,5,Thursday,21,172,25,June,6,2,2007,1,4,2007,2
2007-06-22,2007-06-22,6,Friday,22,173,25,June,6,2,2007,1,4,2007,2
2007-06-23,2007-06-23,7,Saturday,23,174,25,June,6,2,2007,1,4,2007,2
2007-06-24,2007-06-24,1,Sunday,24,175,26,June,6,2,2007,1,4,2007,2
2007-06-25,2007-06-25,2,Monday,25,176,26,June,6,2,2007,1,4,2007,2
2007-06-26,2007-06-26,3,Tuesday,26,177,26,June,6,2,2007,1,4,2007,2
2007-06-27,2007-06-27,4,Wednesday,27,178,26,June,6,2,2007,1,4,2007,2
2007-06-28,2007-06-28,5,Thursday,28,179,26,June,6,2,2007,1,4,2007,2
2007-06-29,2007-06-29,6,Friday,29,180,26,June,6,2,2007,1,4,2007,2
2007-06-30,2007-06-30,7,Saturday,30,181,26,June,6,2,2007,1,4,2007,2
2007-07-01,2007-07-01,1,Sunday,1,182,27,July,7,3,2007,2,1,2008,1
2007-07-02,2007-07-02,2,Monday,2,183,27,July,7,3,2007,2,1,2008,1
2007-07-03,2007-07-03,3,Tuesday,3,184,27,July,7,3,2007,2,1,2008,1
2007-07-04,2007-07-04,4,Wednesday,4,185,27,July,7,3,2007,2,1,2008,1
2007-07-05,2007-07-05,5,Thursday,5,186,27,July,7,3,2007,2,1,2008,1
2007-07-06,2007-07-06,6,Friday,6,187,27,July,7,3,2007,2,1,2008,1
2007-07-07,2007-07-07,7,Saturday,7,188,27,July,7,3,2007,2,1,2008,1
2007-07-08,2007-07-08,1,Sunday,8,189,28,July,7,3,2007,2,1,2008,1
2007-07-09,2007-07-09,2,Monday,9,190,28,July,7,3,2007,2,1,2008,1
2007-07-10,2007-07-10,3,Tuesday,10,191,28,July,7,3,2007,2,1,2008,1
2007-07-11,2007-07-11,4,Wednesday,11,192,28,July,7,3,2007,2,1,2008,1
2007-07-12,2007-07-12,5,Thursday,12,193,28,July,7,3,2007,2,1,2008,1
2007-07-13,2007-07-13,6,Friday,13,194,28,July,7,3,2007,2,1,2008,1
2007-07-14,2007-07-14,7,Saturday,14,195,28,July,7,3,2007,2,1,2008,1
2007-07-15,2007-07-15,1,Sunday,15,196,29,July,7,3,2007,2,1,2008,1
2007-07-16,2007-07-16,2,Monday,16,197,29,July,7,3,2007,2,1,2008,1
2007-07-17,2007-07-17,3,Tuesday,17,198,29,July,7,3,2007,2,1,2008,1
2007-07-18,2007-07-18,4,Wednesday,18,199,29,July,7,3,2007,2,1,2008,1
2007-07-19,2007-07-19,5,Thursday,19,200,29,July,7,3,2007,2,1,2008,1
2007-07-20,2007-07-20,6,Friday,20,201,29,July,7,3,2007,2,1,2008,1
2007-07-21,2007-07-21,7,Saturday,21,202,29,July,7,3,2007,2,1,2008,1
2007-07-22,2007-07-22,1,Sunday,22,203,30,July,7,3,2007,2,1,2008,1
2007-07-23,2007-07-23,2,Monday,23,204,30,July,7,3,2007,2,1,2008,1
2007-07-24,2007-07-24,3,Tuesday,24,205,30,July,7,3,2007,2,1,2008,1
2007-07-25,2007-07-25,4,Wednesday,25,206,30,July,7,3,2007,2,1,2008,1
2007-07-26,2007-07-26,5,Thursday,26,207,30,July,7,3,2007,2,1,2008,1
2007-07-27,2007-07-27,6,Friday,27,208,30,July,7,3,2007,2,1,2008,1
2007-07-28,2007-07-28,7,Saturday,28,209,30,July,7,3,2007,2,1,2008,1
2007-07-29,2007-07-29,1,Sunday,29,210,31,July,7,3,2007,2,1,2008,1
2007-07-30,2007-07-30,2,Monday,30,211,31,July,7,3,2007,2,1,2008,1
2007-07-31,2007-07-31,3,Tuesday,31,212,31,July,7,3,2007,2,1,2008,1
2007-08-01,2007-08-01,4,Wednesday,1,213,31,August,8,3,2007,2,1,2008,1
2007-08-02,2007-08-02,5,Thursday,2,214,31,August,8,3,2007,2,1,2008,1
2007-08-03,2007-08-03,6,Friday,3,215,31,August,8,3,2007,2,1,2008,1
2007-08-04,2007-08-04,7,Saturday,4,216,31,August,8,3,2007,2,1,2008,1
2007-08-05,2007-08-05,1,Sunday,5,217,32,August,8,3,2007,2,1,2008,1
2007-08-06,2007-08-06,2,Monday,6,218,32,August,8,3,2007,2,1,2008,1
2007-08-07,2007-08-07,3,Tuesday,7,219,32,August,8,3,2007,2,1,2008,1
2007-08-08,2007-08-08,4,Wednesday,8,220,32,August,8,3,2007,2,1,2008,1
2007-08-09,2007-08-09,5,Thursday,9,221,32,August,8,3,2007,2,1,2008,1
2007-08-10,2007-08-10,6,Friday,10,222,32,August,8,3,2007,2,1,2008,1
2007-08-11,2007-08-11,7,Saturday,11,223,32,August,8,3,2007,2,1,2008,1
2007-08-12,2007-08-12,1,Sunday,12,224,33,August,8,3,2007,2,1,2008,1
2007-08-13,2007-08-13,2,Monday,13,225,33,August,8,3,2007,2,1,2008,1
2007-08-14,2007-08-14,3,Tuesday,14,226,33,August,8,3,2007,2,1,2008,1
2007-08-15,2007-08-15,4,Wednesday,15,227,33,August,8,3,2007,2,1,2008,1
2007-08-16,2007-08-16,5,Thursday,16,228,33,August,8,3,2007,2,1,2008,1
2007-08-17,2007-08-17,6,Friday,17,229,33,August,8,3,2007,2,1,2008,1
2007-08-18,2007-08-18,7,Saturday,18,230,33,August,8,3,2007,2,1,2008,1
2007-08-19,2007-08-19,1,Sunday,19,231,34,August,8,3,2007,2,1,2008,1
2007-08-20,2007-08-20,2,Monday,20,232,34,August,8,3,2007,2,1,2008,1
2007-08-21,2007-08-21,3,Tuesday,21,233,34,August,8,3,2007,2,1,2008,1
2007-08-22,2007-08-22,4,Wednesday,22,234,34,August,8,3,2007,2,1,2008,1
2007-08-23,2007-08-23,5,Thursday,23,235,34,August,8,3,2007,2,1,2008,1
2007-08-24,2007-08-24,6,Friday,24,236,34,August,8,3,2007,2,1,2008,1
2007-08-25,2007-08-25,7,Saturday,25,237,34,August,8,3,2007,2,1,2008,1
2007-08-26,2007-08-26,1,Sunday,26,238,35,August,8,3,2007,2,1,2008,1
2007-08-27,2007-08-27,2,Monday,27,239,35,August,8,3,2007,2,1,2008,1
2007-08-28,2007-08-28,3,Tuesday,28,240,35,August,8,3,2007,2,1,2008,1
2007-08-29,2007-08-29,4,Wednesday,29,241,35,August,8,3,2007,2,1,2008,1
2007-08-30,2007-08-30,5,Thursday,30,242,35,August,8,3,2007,2,1,2008,1
2007-08-31,2007-08-31,6,Friday,31,243,35,August,8,3,2007,2,1,2008,1
2007-09-01,2007-09-01,7,Saturday,1,244,35,September,9,3,2007,2,1,2008,1
2007-09-02,2007-09-02,1,Sunday,2,245,36,September,9,3,2007,2,1,2008,1
2007-09-03,2007-09-03,2,Monday,3,246,36,September,9,3,2007,2,1,2008,1
2007-09-04,2007-09-04,3,Tuesday,4,247,36,September,9,3,2007,2,1,2008,1
2007-09-05,2007-09-05,4,Wednesday,5,248,36,September,9,3,2007,2,1,2008,1
2007-09-06,2007-09-06,5,Thursday,6,249,36,September,9,3,2007,2,1,2008,1
2007-09-07,2007-09-07,6,Friday,7,250,36,September,9,3,2007,2,1,2008,1
2007-09-08,2007-09-08,7,Saturday,8,251,36,September,9,3,2007,2,1,2008,1
2007-09-09,2007-09-09,1,Sunday,9,252,37,September,9,3,2007,2,1,2008,1
2007-09-10,2007-09-10,2,Monday,10,253,37,September,9,3,2007,2,1,2008,1
2007-09-11,2007-09-11,3,Tuesday,11,254,37,September,9,3,2007,2,1,2008,1
2007-09-12,2007-09-12,4,Wednesday,12,255,37,September,9,3,2007,2,1,2008,1
2007-09-13,2007-09-13,5,Thursday,13,256,37,September,9,3,2007,2,1,2008,1
2007-09-14,2007-09-14,6,Friday,14,257,37,September,9,3,2007,2,1,2008,1
2007-09-15,2007-09-15,7,Saturday,15,258,37,September,9,3,2007,2,1,2008,1
2007-09-16,2007-09-16,1,Sunday,16,259,38,September,9,3,2007,2,1,2008,1
2007-09-17,2007-09-17,2,Monday,17,260,38,September,9,3,2007,2,1,2008,1
2007-09-18,2007-09-18,3,Tuesday,18,261,38,September,9,3,2007,2,1,2008,1
2007-09-19,2007-09-19,4,Wednesday,19,262,38,September,9,3,2007,2,1,2008,1
2007-09-20,2007-09-20,5,Thursday,20,263,38,September,9,3,2007,2,1,2008,1
2007-09-21,2007-09-21,6,Friday,21,264,38,September,9,3,2007,2,1,2008,1
2007-09-22,2007-09-22,7,Saturday,22,265,38,September,9,3,2007,2,1,2008,1
2007-09-23,2007-09-23,1,Sunday,23,266,39,September,9,3,2007,2,1,2008,1
2007-09-24,2007-09-24,2,Monday,24,267,39,September,9,3,2007,2,1,2008,1
2007-09-25,2007-09-25,3,Tuesday,25,268,39,September,9,3,2007,2,1,2008,1
2007-09-26,2007-09-26,4,Wednesday,26,269,39,September,9,3,2007,2,1,2008,1
2007-09-27,2007-09-27,5,Thursday,27,270,39,September,9,3,2007,2,1,2008,1
2007-09-28,2007-09-28,6,Friday,28,271,39,September,9,3,2007,2,1,2008,1
2007-09-29,2007-09-29,7,Saturday,29,272,39,September,9,3,2007,2,1,2008,1
2007-09-30,2007-09-30,1,Sunday,30,273,40,September,9,3,2007,2,1,2008,1
2007-10-01,2007-10-01,2,Monday,1,274,40,October,10,4,2007,2,2,2008,1
2007-10-02,2007-10-02,3,Tuesday,2,275,40,October,10,4,2007,2,2,2008,1
2007-10-03,2007-10-03,4,Wednesday,3,276,40,October,10,4,2007,2,2,2008,1
2007-10-04,2007-10-04,5,Thursday,4,277,40,October,10,4,2007,2,2,2008,1
2007-10-05,2007-10-05,6,Friday,5,278,40,October,10,4,2007,2,2,2008,1
2007-10-06,2007-10-06,7,Saturday,6,279,40,October,10,4,2007,2,2,2008,1
2007-10-07,2007-10-07,1,Sunday,7,280,41,October,10,4,2007,2,2,2008,1
2007-10-08,2007-10-08,2,Monday,8,281,41,October,10,4,2007,2,2,2008,1
2007-10-09,2007-10-09,3,Tuesday,9,282,41,October,10,4,2007,2,2,2008,1
2007-10-10,2007-10-10,4,Wednesday,10,283,41,October,10,4,2007,2,2,2008,1
2007-10-11,2007-10-11,5,Thursday,11,284,41,October,10,4,2007,2,2,2008,1
2007-10-12,2007-10-12,6,Friday,12,285,41,October,10,4,2007,2,2,2008,1
2007-10-13,2007-10-13,7,Saturday,13,286,41,October,10,4,2007,2,2,2008,1
2007-10-14,2007-10-14,1,Sunday,14,287,42,October,10,4,2007,2,2,2008,1
2007-10-15,2007-10-15,2,Monday,15,288,42,October,10,4,2007,2,2,2008,1
2007-10-16,2007-10-16,3,Tuesday,16,289,42,October,10,4,2007,2,2,2008,1
2007-10-17,2007-10-17,4,Wednesday,17,290,42,October,10,4,2007,2,2,2008,1
2007-10-18,2007-10-18,5,Thursday,18,291,42,October,10,4,2007,2,2,2008,1
2007-10-19,2007-10-19,6,Friday,19,292,42,October,10,4,2007,2,2,2008,1
2007-10-20,2007-10-20,7,Saturday,20,293,42,October,10,4,2007,2,2,2008,1
2007-10-21,2007-10-21,1,Sunday,21,294,43,October,10,4,2007,2,2,2008,1
2007-10-22,2007-10-22,2,Monday,22,295,43,October,10,4,2007,2,2,2008,1
2007-10-23,2007-10-23,3,Tuesday,23,296,43,October,10,4,2007,2,2,2008,1
2007-10-24,2007-10-24,4,Wednesday,24,297,43,October,10,4,2007,2,2,2008,1
2007-10-25,2007-10-25,5,Thursday,25,298,43,October,10,4,2007,2,2,2008,1
2007-10-26,2007-10-26,6,Friday,26,299,43,October,10,4,2007,2,2,2008,1
2007-10-27,2007-10-27,7,Saturday,27,300,43,October,10,4,2007,2,2,2008,1
2007-10-28,2007-10-28,1,Sunday,28,301,44,October,10,4,2007,2,2,2008,1
2007-10-29,2007-10-29,2,Monday,29,302,44,October,10,4,2007,2,2,2008,1
2007-10-30,2007-10-30,3,Tuesday,30,303,44,October,10,4,2007,2,2,2008,1
2007-10-31,2007-10-31,4,Wednesday,31,304,44,October,10,4,2007,2,2,2008,1
2007-11-01,2007-11-01,5,Thursday,1,305,44,November,11,4,2007,2,2,2008,1
2007-11-02,2007-11-02,6,Friday,2,306,44,November,11,4,2007,2,2,2008,1
2007-11-03,2007-11-03,7,Saturday,3,307,44,November,11,4,2007,2,2,2008,1
2007-11-04,2007-11-04,1,Sunday,4,308,45,November,11,4,2007,2,2,2008,1
2007-11-05,2007-11-05,2,Monday,5,309,45,November,11,4,2007,2,2,2008,1
2007-11-06,2007-11-06,3,Tuesday,6,310,45,November,11,4,2007,2,2,2008,1
2007-11-07,2007-11-07,4,Wednesday,7,311,45,November,11,4,2007,2,2,2008,1
2007-11-08,2007-11-08,5,Thursday,8,312,45,November,11,4,2007,2,2,2008,1
2007-11-09,2007-11-09,6,Friday,9,313,45,November,11,4,2007,2,2,2008,1
2007-11-10,2007-11-10,7,Saturday,10,314,45,November,11,4,2007,2,2,2008,1
2007-11-11,2007-11-11,1,Sunday,11,315,46,November,11,4,2007,2,2,2008,1
2007-11-12,2007-11-12,2,Monday,12,316,46,November,11,4,2007,2,2,2008,1
2007-11-13,2007-11-13,3,Tuesday,13,317,46,November,11,4,2007,2,2,2008,1
2007-11-14,2007-11-14,4,Wednesday,14,318,46,November,11,4,2007,2,2,2008,1
2007-11-15,2007-11-15,5,Thursday,15,319,46,November,11,4,2007,2,2,2008,1
2007-11-16,2007-11-16,6,Friday,16,320,46,November,11,4,2007,2,2,2008,1
2007-11-17,2007-11-17,7,Saturday,17,321,46,November,11,4,2007,2,2,2008,1
2007-11-18,2007-11-18,1,Sunday,18,322,47,November,11,4,2007,2,2,2008,1
2007-11-19,2007-11-19,2,Monday,19,323,47,November,11,4,2007,2,2,2008,1
2007-11-20,2007-11-20,3,Tuesday,20,324,47,November,11,4,2007,2,2,2008,1
2007-11-21,2007-11-21,4,Wednesday,21,325,47,November,11,4,2007,2,2,2008,1
2007-11-22,2007-11-22,5,Thursday,22,326,47,November,11,4,2007,2,2,2008,1
2007-11-23,2007-11-23,6,Friday,23,327,47,November,11,4,2007,2,2,2008,1
2007-11-24,2007-11-24,7,Saturday,24,328,47,November,11,4,2007,2,2,2008,1
2007-11-25,2007-11-25,1,Sunday,25,329,48,November,11,4,2007,2,2,2008,1
2007-11-26,2007-11-26,2,Monday,26,330,48,November,11,4,2007,2,2,2008,1
2007-11-27,2007-11-27,3,Tuesday,27,331,48,November,11,4,2007,2,2,2008,1
2007-11-28,2007-11-28,4,Wednesday,28,332,48,November,11,4,2007,2,2,2008,1
2007-11-29,2007-11-29,5,Thursday,29,333,48,November,11,4,2007,2,2,2008,1
2007-11-30,2007-11-30,6,Friday,30,334,48,November,11,4,2007,2,2,2008,1
2007-12-01,2007-12-01,7,Saturday,1,335,48,December,12,4,2007,2,2,2008,1
2007-12-02,2007-12-02,1,Sunday,2,336,49,December,12,4,2007,2,2,2008,1
2007-12-03,2007-12-03,2,Monday,3,337,49,December,12,4,2007,2,2,2008,1
2007-12-04,2007-12-04,3,Tuesday,4,338,49,December,12,4,2007,2,2,2008,1
2007-12-05,2007-12-05,4,Wednesday,5,339,49,December,12,4,2007,2,2,2008,1
2007-12-06,2007-12-06,5,Thursday,6,340,49,December,12,4,2007,2,2,2008,1
2007-12-07,2007-12-07,6,Friday,7,341,49,December,12,4,2007,2,2,2008,1
2007-12-08,2007-12-08,7,Saturday,8,342,49,December,12,4,2007,2,2,2008,1
2007-12-09,2007-12-09,1,Sunday,9,343,50,December,12,4,2007,2,2,2008,1
2007-12-10,2007-12-10,2,Monday,10,344,50,December,12,4,2007,2,2,2008,1
2007-12-11,2007-12-11,3,Tuesday,11,345,50,December,12,4,2007,2,2,2008,1
2007-12-12,2007-12-12,4,Wednesday,12,346,50,December,12,4,2007,2,2,2008,1
2007-12-13,2007-12-13,5,Thursday,13,347,50,December,12,4,2007,2,2,2008,1
2007-12-14,2007-12-14,6,Friday,14,348,50,December,12,4,2007,2,2,2008,1
2007-12-15,2007-12-15,7,Saturday,15,349,50,December,12,4,2007,2,2,2008,1
2007-12-16,2007-12-16,1,Sunday,16,350,51,December,12,4,2007,2,2,2008,1
2007-12-17,2007-12-17,2,Monday,17,351,51,December,12,4,2007,2,2,2008,1
2007-12-18,2007-12-18,3,Tuesday,18,352,51,December,12,4,2007,2,2,2008,1
2007-12-19,2007-12-19,4,Wednesday,19,353,51,December,12,4,2007,2,2,2008,1
2007-12-20,2007-12-20,5,Thursday,20,354,51,December,12,4,2007,2,2,2008,1
2007-12-21,2007-12-21,6,Friday,21,355,51,December,12,4,2007,2,2,2008,1
2007-12-22,2007-12-22,7,Saturday,22,356,51,December,12,4,2007,2,2,2008,1
2007-12-23,2007-12-23,1,Sunday,23,357,52,December,12,4,2007,2,2,2008,1
2007-12-24,2007-12-24,2,Monday,24,358,52,December,12,4,2007,2,2,2008,1
2007-12-25,2007-12-25,3,Tuesday,25,359,52,December,12,4,2007,2,2,2008,1
2007-12-26,2007-12-26,4,Wednesday,26,360,52,December,12,4,2007,2,2,2008,1
2007-12-27,2007-12-27,5,Thursday,27,361,52,December,12,4,2007,2,2,2008,1
2007-12-28,2007-12-28,6,Friday,28,362,52,December,12,4,2007,2,2,2008,1
2007-12-29,2007-12-29,7,Saturday,29,363,52,December,12,4,2007,2,2,2008,1
2007-12-30,2007-12-30,1,Sunday,30,364,53,December,12,4,2007,2,2,2008,1
2007-12-31,2007-12-31,2,Monday,31,365,53,December,12,4,2007,2,2,2008,1
2008-01-01,2008-01-01,3,Tuesday,1,1,1,January,1,1,2008,1,3,2008,2
2008-01-02,2008-01-02,4,Wednesday,2,2,1,January,1,1,2008,1,3,2008,2
2008-01-03,2008-01-03,5,Thursday,3,3,1,January,1,1,2008,1,3,2008,2
2008-01-04,2008-01-04,6,Friday,4,4,1,January,1,1,2008,1,3,2008,2
2008-01-05,2008-01-05,7,Saturday,5,5,1,January,1,1,2008,1,3,2008,2
2008-01-06,2008-01-06,1,Sunday,6,6,2,January,1,1,2008,1,3,2008,2
2008-01-07,2008-01-07,2,Monday,7,7,2,January,1,1,2008,1,3,2008,2
2008-01-08,2008-01-08,3,Tuesday,8,8,2,January,1,1,2008,1,3,2008,2
2008-01-09,2008-01-09,4,Wednesday,9,9,2,January,1,1,2008,1,3,2008,2
2008-01-10,2008-01-10,5,Thursday,10,10,2,January,1,1,2008,1,3,2008,2
2008-01-11,2008-01-11,6,Friday,11,11,2,January,1,1,2008,1,3,2008,2
2008-01-12,2008-01-12,7,Saturday,12,12,2,January,1,1,2008,1,3,2008,2
2008-01-13,2008-01-13,1,Sunday,13,13,3,January,1,1,2008,1,3,2008,2
2008-01-14,2008-01-14,2,Monday,14,14,3,January,1,1,2008,1,3,2008,2
2008-01-15,2008-01-15,3,Tuesday,15,15,3,January,1,1,2008,1,3,2008,2
2008-01-16,2008-01-16,4,Wednesday,16,16,3,January,1,1,2008,1,3,2008,2
2008-01-17,2008-01-17,5,Thursday,17,17,3,January,1,1,2008,1,3,2008,2
2008-01-18,2008-01-18,6,Friday,18,18,3,January,1,1,2008,1,3,2008,2
2008-01-19,2008-01-19,7,Saturday,19,19,3,January,1,1,2008,1,3,2008,2
2008-01-20,2008-01-20,1,Sunday,20,20,4,January,1,1,2008,1,3,2008,2
2008-01-21,2008-01-21,2,Monday,21,21,4,January,1,1,2008,1,3,2008,2
2008-01-22,2008-01-22,3,Tuesday,22,22,4,January,1,1,2008,1,3,2008,2
2008-01-23,2008-01-23,4,Wednesday,23,23,4,January,1,1,2008,1,3,2008,2
2008-01-24,2008-01-24,5,Thursday,24,24,4,January,1,1,2008,1,3,2008,2
2008-01-25,2008-01-25,6,Friday,25,25,4,January,1,1,2008,1,3,2008,2
2008-01-26,2008-01-26,7,Saturday,26,26,4,January,1,1,2008,1,3,2008,2
2008-01-27,2008-01-27,1,Sunday,27,27,5,January,1,1,2008,1,3,2008,2
2008-01-28,2008-01-28,2,Monday,28,28,5,January,1,1,2008,1,3,2008,2
2008-01-29,2008-01-29,3,Tuesday,29,29,5,January,1,1,2008,1,3,2008,2
2008-01-30,2008-01-30,4,Wednesday,30,30,5,January,1,1,2008,1,3,2008,2
2008-01-31,2008-01-31,5,Thursday,31,31,5,January,1,1,2008,1,3,2008,2
2008-02-01,2008-02-01,6,Friday,1,32,5,February,2,1,2008,1,3,2008,2
2008-02-02,2008-02-02,7,Saturday,2,33,5,February,2,1,2008,1,3,2008,2
2008-02-03,2008-02-03,1,Sunday,3,34,6,February,2,1,2008,1,3,2008,2
2008-02-04,2008-02-04,2,Monday,4,35,6,February,2,1,2008,1,3,2008,2
2008-02-05,2008-02-05,3,Tuesday,5,36,6,February,2,1,2008,1,3,2008,2
2008-02-06,2008-02-06,4,Wednesday,6,37,6,February,2,1,2008,1,3,2008,2
2008-02-07,2008-02-07,5,Thursday,7,38,6,February,2,1,2008,1,3,2008,2
2008-02-08,2008-02-08,6,Friday,8,39,6,February,2,1,2008,1,3,2008,2
2008-02-09,2008-02-09,7,Saturday,9,40,6,February,2,1,2008,1,3,2008,2
2008-02-10,2008-02-10,1,Sunday,10,41,7,February,2,1,2008,1,3,2008,2
2008-02-11,2008-02-11,2,Monday,11,42,7,February,2,1,2008,1,3,2008,2
2008-02-12,2008-02-12,3,Tuesday,12,43,7,February,2,1,2008,1,3,2008,2
2008-02-13,2008-02-13,4,Wednesday,13,44,7,February,2,1,2008,1,3,2008,2
2008-02-14,2008-02-14,5,Thursday,14,45,7,February,2,1,2008,1,3,2008,2
2008-02-15,2008-02-15,6,Friday,15,46,7,February,2,1,2008,1,3,2008,2
2008-02-16,2008-02-16,7,Saturday,16,47,7,February,2,1,2008,1,3,2008,2
2008-02-17,2008-02-17,1,Sunday,17,48,8,February,2,1,2008,1,3,2008,2
2008-02-18,2008-02-18,2,Monday,18,49,8,February,2,1,2008,1,3,2008,2
2008-02-19,2008-02-19,3,Tuesday,19,50,8,February,2,1,2008,1,3,2008,2
2008-02-20,2008-02-20,4,Wednesday,20,51,8,February,2,1,2008,1,3,2008,2
2008-02-21,2008-02-21,5,Thursday,21,52,8,February,2,1,2008,1,3,2008,2
2008-02-22,2008-02-22,6,Friday,22,53,8,February,2,1,2008,1,3,2008,2
2008-02-23,2008-02-23,7,Saturday,23,54,8,February,2,1,2008,1,3,2008,2
2008-02-24,2008-02-24,1,Sunday,24,55,9,February,2,1,2008,1,3,2008,2
2008-02-25,2008-02-25,2,Monday,25,56,9,February,2,1,2008,1,3,2008,2
2008-02-26,2008-02-26,3,Tuesday,26,57,9,February,2,1,2008,1,3,2008,2
2008-02-27,2008-02-27,4,Wednesday,27,58,9,February,2,1,2008,1,3,2008,2
2008-02-28,2008-02-28,5,Thursday,28,59,9,February,2,1,2008,1,3,2008,2
2008-02-29,2008-02-29,6,Friday,29,60,9,February,2,1,2008,1,3,2008,2
