ProductKey,ProductAlternateKey,EnglishProductName,UnitPrice,StandardCost,ProductSubcategoryKey,ListPrice,DealerPrice,,,
290,FR-M94S-42,"HL Mountain Frame - Silver, 42",,747.2002,12,1364.5,818.7,,,
291,FR-M94S-44,"HL Mountain Frame - Silver, 44",,706.811,12,1364.5,818.7,,,
292,FR-M94S-52,"HL Mountain Frame - Silver, 48",,706.811,12,1364.5,818.7,,,
293,FR-M94S-46,"HL Mountain Frame - Silver, 46",,623.8403,12,1204.3248,722.5949,,,
294,FR-M94S-46,"HL Mountain Frame - Silver, 46",,660.9142,12,1240.4545,744.2727,,,
295,FR-M94S-46,"HL Mountain Frame - Silver, 46",,747.2002,12,1364.5,818.7,,,
296,FR-M94B-42,"HL Mountain Frame - Black, 42",,617.0281,12,1191.1739,714.7043,,,
297,FR-M94B-42,"HL Mountain Frame - Black, 42",,653.6971,12,1226.9091,736.1455,,,
298,FR-M94B-42,"HL Mountain Frame - Black, 42",,739.041,12,1349.6,809.76,,,
299,FR-M94B-44,"HL Mountain Frame - Black, 44",,699.0928,12,1349.6,809.76,,,
300,FR-M94B-48,"HL Mountain Frame - Black, 48",,699.0928,12,1349.6,809.76,,,
301,FR-M94B-46,"HL Mountain Frame - Black, 46",,617.0281,12,1191.1739,714.7043,,,
302,FR-M94B-46,"HL Mountain Frame - Black, 46",,653.6971,12,1226.9091,736.1455,,,
303,FR-M94B-46,"HL Mountain Frame - Black, 46",,739.041,12,1349.6,809.76,,,
304,FR-M94B-38,"HL Mountain Frame - Black, 38",,617.0281,12,1191.1739,714.7043,,,
305,FR-M94B-38,"HL Mountain Frame - Black, 38",,653.6971,12,1226.9091,736.1455,,,
306,FR-M94B-38,"HL Mountain Frame - Black, 38",,739.041,12,1349.6,809.76,,,
307,FR-M94S-38,"HL Mountain Frame - Silver, 38",,623.8403,12,1204.3248,722.5949,,,
308,FR-M94S-38,"HL Mountain Frame - Silver, 38",,660.9142,12,1240.4545,744.2727,,,
309,FR-M94S-38,"HL Mountain Frame - Silver, 38",,747.2002,12,1364.5,818.7,,,
315,BK-R68R-58,"Road-450 Red, 58",,884.7083,2,1457.99,874.794,,,
316,BK-R68R-60,"Road-450 Red, 60",,884.7083,2,1457.99,874.794,,,
317,BK-R68R-44,"Road-450 Red, 44",,884.7083,2,1457.99,874.794,,,
318,BK-R68R-48,"Road-450 Red, 48",,884.7083,2,1457.99,874.794,,,
319,BK-R68R-52,"Road-450 Red, 52",,884.7083,2,1457.99,874.794,,,
364,BK-M47B-38,"Mountain-300 Black, 38",,598.4354,1,1079.99,647.994,,,
365,BK-M47B-40,"Mountain-300 Black, 40",,598.4354,1,1079.99,647.994,,,
366,BK-M47B-44,"Mountain-300 Black, 44",,598.4354,1,1079.99,647.994,,,
367,BK-M47B-48,"Mountain-300 Black, 48",,598.4354,1,1079.99,647.994,,,
391,FK-1639,LL Fork,,65.8097,10,148.22,88.932,,,
392,FK-5136,ML Fork,,77.9176,10,175.49,105.294,,,
393,FK-9939,HL Fork,,101.8936,10,229.49,137.694,,,
394,HS-0296,LL Headset,,15.1848,11,34.2,20.52,,,
395,HS-2451,ML Headset,,45.4168,11,102.29,61.374,,,
396,HS-3479,HL Headset,,55.3801,11,124.73,74.838,,,
397,HB-M243,LL Mountain Handlebars,,17.978,4,40.4909,24.2945,,,
398,HB-M243,LL Mountain Handlebars,,19.7758,4,44.54,26.724,,,
399,HB-M763,ML Mountain Handlebars,,24.9932,4,56.2909,33.7745,,,
400,HB-M763,ML Mountain Handlebars,,27.4925,4,61.92,37.152,,,
401,HB-M918,HL Mountain Handlebars,,48.5453,4,109.3364,65.6018,,,
402,HB-M918,HL Mountain Handlebars,,53.3999,4,120.27,72.162,,,
403,HB-R504,LL Road Handlebars,,17.978,4,40.4909,24.2945,,,
404,HB-R504,LL Road Handlebars,,19.7758,4,44.54,26.724,,,
405,HB-R720,ML Road Handlebars,,24.9932,4,56.2909,33.7745,,,
406,HB-R720,ML Road Handlebars,,27.4925,4,61.92,37.152,,,
407,HB-R956,HL Road Handlebars,,48.5453,4,109.3364,65.6018,,,
408,HB-R956,HL Road Handlebars,,53.3999,4,120.27,72.162,,,
409,FR-M63B-38,"ML Mountain Frame - Black, 38",,185.8193,12,348.76,209.256,,,
410,FW-M423,LL Mountain Front Wheel,,26.9708,17,60.745,36.447,,,
411,FW-M762,ML Mountain Front Wheel,,92.8071,17,209.025,125.415,,,
412,FW-M928,HL Mountain Front Wheel,,133.2955,17,300.215,180.129,,,
413,FW-R623,LL Road Front Wheel,,37.9909,17,85.565,51.339,,,
414,FW-R762,ML Road Front Wheel,,110.2829,17,248.385,149.031,,,
415,FW-R820,HL Road Front Wheel,,146.5466,17,330.06,198.036,,,
416,FW-T905,Touring Front Wheel,,96.7964,17,218.01,130.806,,,
419,RW-M423,LL Mountain Rear Wheel,,38.9588,17,87.745,52.647,,,
420,RW-M762,ML Mountain Rear Wheel,,104.7951,17,236.025,141.615,,,
421,RW-M928,HL Mountain Rear Wheel,,145.2835,17,327.215,196.329,,,
422,RW-R623,LL Road Rear Wheel,,49.9789,17,112.565,67.539,,,
423,RW-R762,ML Road Rear Wheel,,122.2709,17,275.385,165.231,,,
424,RW-R820,HL Road Rear Wheel,,158.5346,17,357.06,214.236,,,
425,RW-T905,Touring Rear Wheel,,108.7844,17,245.01,147.006,,,
426,FR-M63B-40,"ML Mountain Frame - Black, 40",,185.8193,12,348.76,209.256,,,
427,FR-M63B-44,"ML Mountain Frame - Black, 44",,185.8193,12,348.76,209.256,,,
428,FR-M63B-48,"ML Mountain Frame - Black, 48",,185.8193,12,348.76,209.256,,,
445,SH-M897-S,"Men's Sports Shorts, S",,24.7459,22,59.99,35.994,,,
446,PA-T100,"Touring-Panniers, Large",,51.5625,35,125,75,,,
447,LO-C100,Cable Lock,,10.3125,34,25,15,,,
448,PU-0452,Minipump,,8.2459,36,19.99,11.994,,,
449,PU-M044,Mountain Pump,,10.3084,36,24.99,14.994,,,
450,LT-T990,Taillights - Battery-Powered,,5.7709,33,13.99,8.394,,,
451,LT-H902,Headlights - Dual-Beam,,14.4334,33,34.99,20.994,,,
452,LT-H903,Headlights - Weatherproof,,18.5584,33,44.99,26.994,,,
453,SH-M897-M,"Men's Sports Shorts, M",,24.7459,22,59.99,35.994,,,
454,SH-M897-L,"Men's Sports Shorts, L",,24.7459,22,59.99,35.994,,,
455,SH-M897-X,"Men's Sports Shorts, XL",,24.7459,22,59.99,35.994,,,
456,TG-W091-S,"Women's Tights, S",,30.9334,24,74.99,44.994,,,
457,TG-W091-M,"Women's Tights, M",,30.9334,24,74.99,44.994,,,
458,TG-W091-L,"Women's Tights, L",,30.9334,24,74.99,44.994,,,
459,SB-M891-S,"Men's Bib-Shorts, S",,37.1209,18,89.99,53.994,,,
460,SB-M891-M,"Men's Bib-Shorts, M",,37.1209,18,89.99,53.994,,,
461,SB-M891-L,"Men's Bib-Shorts, L",,37.1209,18,89.99,53.994,,,
462,GL-H102-S,"Half-Finger Gloves, S",,9.7136,20,23.5481,14.1289,,,
464,GL-H102-M,"Half-Finger Gloves, M",,9.7136,20,23.5481,14.1289,,,
466,GL-H102-L,"Half-Finger Gloves, L",,9.7136,20,23.5481,14.1289,,,
468,GL-F110-S,"Full-Finger Gloves, S",,15.6709,20,37.99,22.794,,,
469,GL-F110-M,"Full-Finger Gloves, M",,15.6709,20,37.99,22.794,,,
470,GL-F110-L,"Full-Finger Gloves, L",,15.6709,20,37.99,22.794,,,
492,FR-T98Y-60,"HL Touring Frame - Yellow, 60",,601.7437,16,1003.91,602.346,,,
493,FR-T67Y-62,"LL Touring Frame - Yellow, 62",,199.8519,16,333.42,200.052,,,
494,FR-T98Y-46,"HL Touring Frame - Yellow, 46",,601.7437,16,1003.91,602.346,,,
495,FR-T98Y-50,"HL Touring Frame - Yellow, 50",,601.7437,16,1003.91,602.346,,,
496,FR-T98Y-54,"HL Touring Frame - Yellow, 54",,601.7437,16,1003.91,602.346,,,
497,FR-T98U-46,"HL Touring Frame - Blue, 46",,601.7437,16,1003.91,602.346,,,
498,FR-T98U-50,"HL Touring Frame - Blue, 50",,601.7437,16,1003.91,602.346,,,
499,FR-T98U-54,"HL Touring Frame - Blue, 54",,601.7437,16,1003.91,602.346,,,
500,FR-T98U-60,"HL Touring Frame - Blue, 60",,601.7437,16,1003.91,602.346,,,
501,RD-2308,Rear Derailleur,,53.9282,9,121.46,72.876,,,
502,FR-T67U-50,"LL Touring Frame - Blue, 50",,199.8519,16,333.42,200.052,,,
503,FR-T67U-54,"LL Touring Frame - Blue, 54",,199.8519,16,333.42,200.052,,,
504,FR-T67U-58,"LL Touring Frame - Blue, 58",,199.8519,16,333.42,200.052,,,
505,FR-T67U-62,"LL Touring Frame - Blue, 62",,199.8519,16,333.42,200.052,,,
506,FR-T67Y-44,"LL Touring Frame - Yellow, 44",,199.8519,16,333.42,200.052,,,
507,FR-T67Y-50,"LL Touring Frame - Yellow, 50",,199.8519,16,333.42,200.052,,,
508,FR-T67Y-54,"LL Touring Frame - Yellow, 54",,199.8519,16,333.42,200.052,,,
509,FR-T67Y-58,"LL Touring Frame - Yellow, 58",,199.8519,16,333.42,200.052,,,
510,FR-T67U-44,"LL Touring Frame - Blue, 44",,199.8519,16,333.42,200.052,,,
511,FR-M63S-40,"ML Mountain Frame-W - Silver, 40",,199.3757,12,364.09,218.454,,,
512,FR-M63S-42,"ML Mountain Frame-W - Silver, 42",,199.3757,12,364.09,218.454,,,
513,FR-M63S-46,"ML Mountain Frame-W - Silver, 46",,199.3757,12,364.09,218.454,,,
514,RB-9231,Rear Brakes,,47.286,6,106.5,63.9,,,
515,SE-M236,LL Mountain Seat/Saddle,,12.0413,15,27.12,16.272,,,
516,SE-M798,ML Mountain Seat/Saddle,,17.3782,15,39.14,23.484,,,
517,SE-M940,HL Mountain Seat/Saddle,,23.3722,15,52.64,31.584,,,
518,SE-R581,LL Road Seat/Saddle,,12.0413,15,27.12,16.272,,,
519,SE-R908,ML Road Seat/Saddle,,17.3782,15,39.14,23.484,,,
520,SE-R995,HL Road Seat/Saddle,,23.3722,15,52.64,31.584,,,
521,SE-T312,LL Touring Seat/Saddle,,12.0413,15,27.12,16.272,,,
522,SE-T762,ML Touring Seat/Saddle,,17.3782,15,39.14,23.484,,,
523,SE-T924,HL Touring Seat/Saddle,,23.3722,15,52.64,31.584,,,
524,FR-M21S-42,"LL Mountain Frame - Silver, 42",,144.5938,12,264.05,158.43,,,
525,FR-M21S-44,"LL Mountain Frame - Silver, 44",,144.5938,12,264.05,158.43,,,
526,FR-M21S-48,"LL Mountain Frame - Silver, 48",,144.5938,12,264.05,158.43,,,
527,FR-M21S-52,"LL Mountain Frame - Silver, 52",,144.5938,12,264.05,158.43,,,
531,FR-M21B-42,"LL Mountain Frame - Black, 42",,136.785,12,249.79,149.874,,,
532,FR-M21B-44,"LL Mountain Frame - Black, 44",,136.785,12,249.79,149.874,,,
533,FR-M21B-48,"LL Mountain Frame - Black, 48",,136.785,12,249.79,149.874,,,
534,FR-M21B-52,"LL Mountain Frame - Black, 52",,136.785,12,249.79,149.874,,,
542,PD-M282,LL Mountain Pedal,,17.9776,13,40.49,24.294,,,
543,PD-M340,ML Mountain Pedal,,27.568,13,62.09,37.254,,,
544,PD-M562,HL Mountain Pedal,,35.9596,13,80.99,48.594,,,
545,PD-R347,LL Road Pedal,,17.9776,13,40.49,24.294,,,
546,PD-R563,ML Road Pedal,,27.568,13,62.09,37.254,,,
547,PD-R853,HL Road Pedal,,35.9596,13,80.99,48.594,,,
548,PD-T852,Touring Pedal,,35.9596,13,80.99,48.594,,,
549,FR-M63S-38,"ML Mountain Frame-W - Silver, 38",,199.3757,12,364.09,218.454,,,
550,FR-M21B-40,"LL Mountain Frame - Black, 40",,136.785,12,249.79,149.874,,,
551,FR-M21S-40,"LL Mountain Frame - Silver, 40",,144.5938,12,264.05,158.43,,,
552,FD-2342,Front Derailleur,,40.6216,9,91.49,54.894,,,
553,HB-T721,LL Touring Handlebars,,20.464,4,46.09,27.654,,,
554,HB-T928,HL Touring Handlebars,,40.6571,4,91.57,54.942,,,
555,FB-9873,Front Brakes,,47.286,6,106.5,63.9,,,
556,CS-4759,LL Crankset,,77.9176,8,175.49,105.294,,,
557,CS-6583,ML Crankset,,113.8816,8,256.49,153.894,,,
558,CS-9183,HL Crankset,,179.8156,8,404.99,242.994,,,
559,CH-0234,Chain,,8.9866,7,20.24,12.144,,,
601,BB-7421,LL Bottom Bracket,,23.9716,5,53.99,32.394,,,
602,BB-8107,ML Bottom Bracket,,44.9506,5,101.24,60.744,,,
603,BB-9108,HL Bottom Bracket,,53.9416,5,121.49,72.894,,,
238,FR-R92R-62,"HL Road Frame - Red, 62",,747.9682,14,1263.4598,758.0759,,,
239,FR-R92R-62,"HL Road Frame - Red, 62",,722.2568,14,1301.3636,780.8182,,,
240,FR-R92R-62,"HL Road Frame - Red, 62",,868.6342,14,1431.5,858.9,,,
241,FR-R92R-44,"HL Road Frame - Red, 44",,747.9682,14,1263.4598,758.0759,,,
242,FR-R92R-44,"HL Road Frame - Red, 44",,722.2568,14,1301.3636,780.8182,,,
243,FR-R92R-44,"HL Road Frame - Red, 44",,868.6342,14,1431.5,858.9,,,
244,FR-R92R-48,"HL Road Frame - Red, 48",,747.9682,14,1263.4598,758.0759,,,
245,FR-R92R-48,"HL Road Frame - Red, 48",,722.2568,14,1301.3636,780.8182,,,
246,FR-R92R-48,"HL Road Frame - Red, 48",,868.6342,14,1431.5,858.9,,,
247,FR-R92R-52,"HL Road Frame - Red, 52",,747.9682,14,1263.4598,758.0759,,,
248,FR-R92R-52,"HL Road Frame - Red, 52",,722.2568,14,1301.3636,780.8182,,,
249,FR-R92R-52,"HL Road Frame - Red, 52",,868.6342,14,1431.5,858.9,,,
250,FR-R92R-56,"HL Road Frame - Red, 56",,747.9682,14,1263.4598,758.0759,,,
251,FR-R92R-56,"HL Road Frame - Red, 56",,722.2568,14,1301.3636,780.8182,,,
252,FR-R92R-56,"HL Road Frame - Red, 56",,868.6342,14,1431.5,858.9,,,
253,FR-R38B-58,"LL Road Frame - Black, 58",,176.1997,14,297.6346,178.5808,,,
254,FR-R38B-58,"LL Road Frame - Black, 58",,170.1428,14,306.5636,183.9382,,,
255,FR-R38B-58,"LL Road Frame - Black, 58",,204.6251,14,337.22,202.332,,,
256,FR-R38B-60,"LL Road Frame - Black, 60",,176.1997,14,297.6346,178.5808,,,
257,FR-R38B-60,"LL Road Frame - Black, 60",,170.1428,14,306.5636,183.9382,,,
258,FR-R38B-60,"LL Road Frame - Black, 60",,204.6251,14,337.22,202.332,,,
259,FR-R38B-62,"LL Road Frame - Black, 62",,176.1997,14,297.6346,178.5808,,,
260,FR-R38B-62,"LL Road Frame - Black, 62",,170.1428,14,306.5636,183.9382,,,
261,FR-R38B-62,"LL Road Frame - Black, 62",,204.6251,14,337.22,202.332,,,
262,FR-R38R-44,"LL Road Frame - Red, 44",,181.4857,14,306.5636,183.9382,,,
263,FR-R38R-44,"LL Road Frame - Red, 44",,187.1571,14,337.22,202.332,,,
264,FR-R38R-48,"LL Road Frame - Red, 48",,181.4857,14,306.5636,183.9382,,,
265,FR-R38R-48,"LL Road Frame - Red, 48",,187.1571,14,337.22,202.332,,,
266,FR-R38R-52,"LL Road Frame - Red, 52",,181.4857,14,306.5636,183.9382,,,
267,FR-R38R-52,"LL Road Frame - Red, 52",,187.1571,14,337.22,202.332,,,
268,FR-R38R-58,"LL Road Frame - Red, 58",,181.4857,14,306.5636,183.9382,,,
269,FR-R38R-58,"LL Road Frame - Red, 58",,187.1571,14,337.22,202.332,,,
270,FR-R38R-60,"LL Road Frame - Red, 60",,181.4857,14,306.5636,183.9382,,,
271,FR-R38R-60,"LL Road Frame - Red, 60",,187.1571,14,337.22,202.332,,,
272,FR-R38R-62,"LL Road Frame - Red, 62",,181.4857,14,306.5636,183.9382,,,
273,FR-R38R-62,"LL Road Frame - Red, 62",,187.1571,14,337.22,202.332,,,
274,FR-R72R-44,"ML Road Frame - Red, 44",,352.1394,14,594.83,356.898,,,
275,FR-R72R-48,"ML Road Frame - Red, 48",,352.1394,14,594.83,356.898,,,
276,FR-R72R-52,"ML Road Frame - Red, 52",,352.1394,14,594.83,356.898,,,
277,FR-R72R-58,"ML Road Frame - Red, 58",,352.1394,14,594.83,356.898,,,
278,FR-R72R-60,"ML Road Frame - Red, 60",,352.1394,14,594.83,356.898,,,
279,FR-R38B-44,"LL Road Frame - Black, 44",,176.1997,14,297.6346,178.5808,,,
280,FR-R38B-44,"LL Road Frame - Black, 44",,170.1428,14,306.5636,183.9382,,,
281,FR-R38B-44,"LL Road Frame - Black, 44",,204.6251,14,337.22,202.332,,,
282,FR-R38B-48,"LL Road Frame - Black, 48",,176.1997,14,297.6346,178.5808,,,
283,FR-R38B-48,"LL Road Frame - Black, 48",,170.1428,14,306.5636,183.9382,,,
284,FR-R38B-48,"LL Road Frame - Black, 48",,204.6251,14,337.22,202.332,,,
285,FR-R38B-52,"LL Road Frame - Black, 52",,176.1997,14,297.6346,178.5808,,,
286,FR-R38B-52,"LL Road Frame - Black, 52",,170.1428,14,306.5636,183.9382,,,
287,FR-R38B-52,"LL Road Frame - Black, 52",,204.6251,14,337.22,202.332,,,
417,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",,300.1188,14,540.7545,324.4527,,,
418,FR-R72Y-38,"ML Road Frame-W - Yellow, 38",,360.9428,14,594.83,356.898,,,
429,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",,300.1188,14,540.7545,324.4527,,,
430,FR-R72Y-40,"ML Road Frame-W - Yellow, 40",,360.9428,14,594.83,356.898,,,
431,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",,300.1188,14,540.7545,324.4527,,,
432,FR-R72Y-42,"ML Road Frame-W - Yellow, 42",,360.9428,14,594.83,356.898,,,
433,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",,300.1188,14,540.7545,324.4527,,,
434,FR-R72Y-44,"ML Road Frame-W - Yellow, 44",,360.9428,14,594.83,356.898,,,
435,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",,300.1188,14,540.7545,324.4527,,,
436,FR-R72Y-48,"ML Road Frame-W - Yellow, 48",,360.9428,14,594.83,356.898,,,
437,FR-R92B-62,"HL Road Frame - Black, 62",,722.2568,14,1301.3636,780.8182,,,
438,FR-R92B-62,"HL Road Frame - Black, 62",,868.6342,14,1431.5,858.9,,,
439,FR-R92B-44,"HL Road Frame - Black, 44",,722.2568,14,1301.3636,780.8182,,,
440,FR-R92B-44,"HL Road Frame - Black, 44",,868.6342,14,1431.5,858.9,,,
441,FR-R92B-48,"HL Road Frame - Black, 48",,722.2568,14,1301.3636,780.8182,,,
442,FR-R92B-48,"HL Road Frame - Black, 48",,868.6342,14,1431.5,858.9,,,
443,FR-R92B-52,"HL Road Frame - Black, 52",,722.2568,14,1301.3636,780.8182,,,
444,FR-R92B-52,"HL Road Frame - Black, 52",,868.6342,14,1431.5,858.9,,,
